filepath,xmin,xmax,ymin,ymax
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N173_jpeg.rf.a9d512f7f7ecbf4d301f5b8087344c37.xml,102,457,278,401
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N174_jpeg.rf.0e94b0c6bb09135bb962c6f09af1012e.xml,230,467,314,394
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N174_jpeg.rf.a95dfe18b34e080f6a72b144b11f249f.xml,188,425,304,373
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N174_jpeg.rf.f3d791b9a80d99c5cd1ab6f0c31e7f69.xml,245,486,290,352
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N176_jpeg.rf.0ce4558a2ec601bc99efd78d1f0dc454.xml,237,475,463,518
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N176_jpeg.rf.0f359d92799a5095c42cf2cf52962f66.xml,220,458,409,490
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N176_jpeg.rf.40745eaa4759764dce61dbe933c84874.xml,299,542,483,530
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N177_jpeg.rf.64579ee2deb7763083754a036523e421.xml,269,427,271,326
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N177_jpeg.rf.99f04f2ce7ed234c102d247f21720283.xml,241,397,238,288
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N177_jpeg.rf.a0c74e3a4ec12decc0cc827c27b4ac69.xml,237,394,207,269
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N178_jpeg.rf.1dfd58c06dd7c23725cfd1feb03fc2ef.xml,253,411,430,507
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N178_jpeg.rf.812c4515d58b2431832616d64c2be102.xml,247,406,477,580
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N178_jpeg.rf.fa0fa98655ac09bd0774ba6dad641f87.xml,250,409,448,534
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N179_jpeg.rf.2cd2aed18f5574203ef85e416241e569.xml,237,334,321,365
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N179_jpeg.rf.53ea57991a5e643b2aaa5effe59eea7b.xml,197,290,328,369
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N179_jpeg.rf.a950d376146043f30f7058abb6eda32d.xml,183,278,323,366
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N17_jpeg.rf.39dc6e74ff7d44a6c57395ff3413aa7f.xml,100,176,438,480
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N17_jpeg.rf.90ac9e0e1fad93e82ee781ea57cd3e8f.xml,93,167,439,482
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N17_jpeg.rf.a61731aaedbf99f47d58fa577864ef4e.xml,30,102,432,467
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N181_jpeg.rf.77f7a28412f024b1ecd5e3625574a570.xml,207,295,332,380
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N181_jpeg.rf.86412165e75444ced8323f41e99c1546.xml,261,352,288,339
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N181_jpeg.rf.d937015bde07df7ef41c04c97c631c4e.xml,205,294,319,362
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N183_jpeg.rf.5ce8f34022a8cacbfc9eda1813a8621a.xml,377,588,344,435
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N183_jpeg.rf.88ce5560729107a065a84ea96516745e.xml,311,522,334,429
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N183_jpeg.rf.adcd72fd7836fa8f2794d484916b471b.xml,318,528,395,468
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N184_jpeg.rf.2281b43d0ebefd245f0e95570da4090d.xml,124,595,172,535
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N184_jpeg.rf.5035dfd4197ebd03c02593004075880e.xml,110,583,180,570
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N184_jpeg.rf.a354e4629759cdfcc45e339fc4ec126a.xml,105,578,181,574
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N185_jpeg.rf.5897e0cdd530d2096a2996a1327f0e6a.xml,272,472,269,314
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N185_jpeg.rf.998a13e9505e891e196a0f8f754d7bfc.xml,274,473,209,272
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N185_jpeg.rf.b1bd6715c63da3c6a029f0e2c85e9135.xml,266,465,209,272
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N187_jpeg.rf.46f468238b422837f24d0d278a349557.xml,392,564,332,410
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N187_jpeg.rf.59cd6d637cf910eaa5d317fe4c24367d.xml,332,503,375,440
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N187_jpeg.rf.f42d7306746b9fac0ec63d6e60a76309.xml,342,512,360,429
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N188_jpeg.rf.9ac10efe6db4aff37561e2b9c464d558.xml,177,231,542,594
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N188_jpeg.rf.bc3aef343ec4faf64eb621a9f77b581f.xml,276,330,566,622
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N188_jpeg.rf.c85fb1a4eb8328062de503ed63dd4019.xml,190,244,541,592
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N189_jpeg.rf.ae2829de706d5a7d9952b7d389bd102d.xml,233,477,284,433
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N189_jpeg.rf.b5c58c4a839226607b9c0e95a5d7cc59.xml,225,468,245,414
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N189_jpeg.rf.be28c72f4526413509c1b11783a9c56d.xml,261,514,312,447
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N18_jpeg.rf.68188497bb24975107f62942449e898d.xml,218,317,358,404
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N18_jpeg.rf.9e9551b53390440cb14c67a1eed32d91.xml,209,309,351,394
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N18_jpeg.rf.d3ca7fd99aae5efc896b43f637fbd32f.xml,200,301,336,377
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N190_jpeg.rf.08b2e03ab1ae46c5346d06053699dd93.xml,229,418,326,401
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N190_jpeg.rf.17bc1629eb3141e6d5ad54314f8efc81.xml,282,473,322,393
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N190_jpeg.rf.393b5505607487430cda848e4c51858f.xml,264,452,266,341
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N191_jpeg.rf.01790a925fff8ef711bf4c07c591f903.xml,289,540,321,424
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N191_jpeg.rf.2e8fa998eefd877893bd4af61b253ecb.xml,326,577,308,417
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N191_jpeg.rf.51fc1d19a8ee894212f13084fefca86c.xml,331,582,318,423
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N192_jpeg.rf.b0835578b29f2239512832d9db2623d3.xml,312,433,357,422
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N192_jpeg.rf.c9974e7e3858107a280201c6eb79f2a6.xml,287,404,381,456
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N192_jpeg.rf.f70d0e1b26d684a19ebfc21e1ceeb577.xml,310,431,332,404
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N193_jpeg.rf.c35e0d431fc55fbc79751e0bb8b974a5.xml,219,407,20,94
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N193_jpeg.rf.ec322e875a48fa0a80b6fa817a45c11c.xml,219,405,1,49
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N193_jpeg.rf.f4a23f575c71b3e2edb1374f6b81b521.xml,219,407,4,66
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N195_jpeg.rf.77350225f9af886badf5615cd28817a9.xml,186,378,206,347
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N195_jpeg.rf.b000b5a77f242497690b0b68a3cfd2ed.xml,239,423,204,345
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N195_jpeg.rf.e663671700992f2c457de088c0496897.xml,191,383,203,342
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N196_jpeg.rf.65178b3e3c004242bc243283b55efd1b.xml,225,412,218,297
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N196_jpeg.rf.827e7fb7797c8c1e6e4ff3c97d4bc8a6.xml,204,392,206,273
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N196_jpeg.rf.cd6dcf0e1067f5f716e9026514dcd4d9.xml,189,380,212,285
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N197_jpeg.rf.820ce36ffac32206d0656c4d6304dee3.xml,247,372,311,402
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N197_jpeg.rf.b71126f9e81c1a443ed48d9e9e0d8833.xml,259,387,339,422
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N197_jpeg.rf.ec02512b203d0dbc87bebb5f22f97f7c.xml,190,314,344,430
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N198_jpeg.rf.19e4070c794a47dcac4d98d0f369e83b.xml,260,418,313,384
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N198_jpeg.rf.49b4cc9b0fe1e8e654380537cc65941c.xml,258,416,324,401
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N198_jpeg.rf.a4235ddf43c3f6f9639cc07be7b558a2.xml,249,408,311,382
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N199_jpeg.rf.3ed591cf7713d7e5655395dac9fb24af.xml,33,108,398,497
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N199_jpeg.rf.a75b4fdd81acea65ba3684d0d82e78b6.xml,10,85,388,474
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N199_jpeg.rf.cff9daf2da05d431ecbffec4ea18b364.xml,82,159,392,484
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N19_jpeg.rf.164b3192aeea385068bd003ad6835097.xml,75,161,436,507
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N19_jpeg.rf.439a20d53d04438870f7c9f17d1efa17.xml,96,183,437,510
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N19_jpeg.rf.fe13c4cd0f29762638797c5336dc025c.xml,140,231,440,514
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N1_jpeg.rf.0c835d9bf4216af3a3b1cd1027bd09b1.xml,333,424,402,439
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N1_jpeg.rf.34ee73abbebcdd59d41b69365660bbcd.xml,415,508,346,393
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N1_jpeg.rf.8faf45f79f0f88161c9487a429bc9c55.xml,352,443,405,441
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N200_jpeg.rf.56530d1db57e2367281539081e989560.xml,220,483,328,416
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N200_jpeg.rf.a0ccda7c18e76048ebdf228feba2c5e0.xml,240,508,325,410
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N200_jpeg.rf.c4ab25259614263283675de8ae3329e5.xml,169,437,312,384
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N201_jpeg.rf.481590ba1abe8aeeebfab69423821ac3.xml,123,244,270,324
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N201_jpeg.rf.8da38719711f471bb95a3287fe75e83f.xml,110,232,275,332
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N201_jpeg.rf.cad5a3cecd3b78e8d92a75d1a0a71e07.xml,162,279,264,313
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N202_jpeg.rf.31f6363b53cc5da5ef97d55c5b71c92c.xml,148,375,425,513
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N202_jpeg.rf.adeed0b0a9f82cf4e374bd4725d35221.xml,242,468,492,581
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N202_jpeg.rf.aead128b32380c0f21821ca7b2614a1e.xml,189,410,467,533
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N203_jpeg.rf.05adc4724925214b08a67bbb00edb2c9.xml,238,392,355,407
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N203_jpeg.rf.36809f69f1b9104357092290a6fdc84e.xml,251,406,378,421
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N203_jpeg.rf.e91f914bf23b0ba8b6b2674d11214f9d.xml,208,365,405,457
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N204_jpeg.rf.3da623883da1652ac3920dcdee0b3739.xml,108,208,411,453
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N204_jpeg.rf.8d4eb66a4567918b7217b6e1636d7389.xml,71,170,393,436
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N204_jpeg.rf.a1fd8ff1a086b8858b2a6c2f7ec0d797.xml,110,210,410,450
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N205_jpeg.rf.25a6bdd21ca38486e9f75dc5b47f5248.xml,382,545,250,354
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N205_jpeg.rf.60e46841cd228d7a034fa1f1eb9b20cd.xml,382,545,352,425
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N205_jpeg.rf.912fa037e2555a2a9ff20228b6d1ec3b.xml,360,519,276,373
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N206_jpeg.rf.4afc0dada9b97e9a060d48d9f9b2141f.xml,213,408,335,424
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N206_jpeg.rf.4bf07d0583820bd3e0147bbbccb86a67.xml,208,404,361,446
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N206_jpeg.rf.7b408d409dbb2c6bb0724b37eb54977d.xml,257,451,345,430
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N207_jpeg.rf.39dd24177bc72b522d60488f9ef3a460.xml,222,374,445,499
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N207_jpeg.rf.a9516d29056f7b9fda2fb1d712a32ff6.xml,296,450,435,483
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N207_jpeg.rf.c78735837daa32c5bd3b0b01699cad19.xml,279,431,402,451
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N208_jpeg.rf.1ff3688fa63f66b76872719663701347.xml,217,289,403,443
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N208_jpeg.rf.54e50a27418ba3f5aa7699e2825fb47f.xml,205,278,407,448
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N208_jpeg.rf.cbda28eb71d75ab58698f26126f089e0.xml,202,275,410,451
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N209_jpeg.rf.8ad2cad4418b22bfc8f594aebb1dc8c8.xml,199,425,312,400
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N209_jpeg.rf.9a11645a23bc44f6fe63c2bc369fefab.xml,180,404,339,415
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N209_jpeg.rf.ae72f063bae72ff8df3c00770cc4929c.xml,213,441,344,426
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N20_jpeg.rf.4a7086088fb19fa03bbe79ed9d465ed8.xml,172,272,436,489
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N20_jpeg.rf.b4472b12b63f606fc73b9cdf68d579ac.xml,215,320,436,489
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N20_jpeg.rf.c3101afbd08102eebc46afb89bbfb7bb.xml,167,266,443,500
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N210_jpeg.rf.397945f9cb097e659a5e4f173d99c105.xml,204,457,383,477
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N210_jpeg.rf.8ee789841b1cdb745840c4581f9a26c2.xml,218,474,385,478
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N210_jpeg.rf.f2dd4dd2fddb28863e045d00ec107596.xml,132,389,401,485
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N211_jpeg.rf.1bda3d6a989a606b1efda086b6ab57df.xml,162,344,360,436
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N211_jpeg.rf.8b15424c687d31e46190931f4b20197c.xml,158,339,356,427
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N211_jpeg.rf.a9afc655b1dbed689587436604887547.xml,152,333,316,393
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N212_jpeg.rf.38712ba41d7b7cdfdc7bffaefd79aeac.xml,260,474,265,352
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N212_jpeg.rf.70432afaf590f86ca8958c0d50b76a32.xml,269,486,287,387
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N212_jpeg.rf.ae04c55b5a4dbcdadba5e67ad04d48b5.xml,232,445,306,423
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N213_jpeg.rf.98e66d9f121ab27c0c25b3ca7c40cc3d.xml,246,382,408,467
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N213_jpeg.rf.c03be6df5ab02efc0fa5394aeb77ccff.xml,256,394,448,531
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N213_jpeg.rf.e33ed1bde7b4ce22d538265829f756ea.xml,220,359,440,518
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N214_jpeg.rf.0a5ab046ffc0f6101a6bf4fdbe845af3.xml,144,256,269,314
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N214_jpeg.rf.1e087da990227ed638bb74e696cfbb77.xml,201,309,268,312
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N214_jpeg.rf.26184548de3e3d3849616d5f1f836fcc.xml,201,309,293,352
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N215_jpeg.rf.4b45deff16ec4d4da721b171b0cd74f5.xml,75,287,565,627
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N215_jpeg.rf.e596f710dcee06252ad4db854c0b850a.xml,57,270,560,612
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N215_jpeg.rf.eddc1ff46f9f997618561162aad1e27d.xml,125,335,576,641
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N216_jpeg.rf.74942762009853cd5645c48497a0572f.xml,246,493,284,367
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N216_jpeg.rf.9be0cfbfb29c2fb0323ad8d5410ec9b9.xml,207,449,225,310
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N216_jpeg.rf.a91f1df8d594385a9bad0d0d42c56783.xml,213,453,238,316
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N217_jpeg.rf.3a7f0dde02818978875b3c48938a1e5e.xml,215,331,413,454
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N217_jpeg.rf.98caae836df919219b05dc7ea07f809a.xml,210,326,373,419
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N217_jpeg.rf.9aed1f882f6cc007a3f4487aa502b938.xml,276,392,399,436
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N218_jpeg.rf.7321951f8c4bd96b88ad0620bd312dc3.xml,246,409,401,454
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N218_jpeg.rf.ade2a41eff0747e2cabeb4b7459a2a2a.xml,220,380,416,471
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N218_jpeg.rf.fde824b93c3a4a06669a3964e2a68c25.xml,249,412,421,480
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N21_jpeg.rf.206ec289b98dc6fda770920a4a78b5f2.xml,258,400,424,496
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N21_jpeg.rf.5ebd42f7fc1e693da544fc5e5ff81188.xml,267,411,429,503
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N21_jpeg.rf.dcc5e49578c4711c286764d2a98951e9.xml,291,438,369,440
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N220_jpeg.rf.62e38e0c6fd5ba50dc4ac31d2c17f0fb.xml,242,458,432,508
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N220_jpeg.rf.bb99df565829864498097f250f1d371c.xml,264,483,374,455
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N220_jpeg.rf.f3a9aae06df6f53e0347e1dbc8c64884.xml,233,447,440,523
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N221_jpeg.rf.2ee845c4f7c4e79c760a669c309d615e.xml,209,385,425,513
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N221_jpeg.rf.3c5d7287867ab3ea4cc882dc9ccd01b0.xml,196,370,453,555
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N221_jpeg.rf.8ce6026e76804b29213f2d9f237b0b28.xml,160,329,404,503
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N222_jpeg.rf.55045bb468eaf2a70bd14fb28326325f.xml,286,410,271,371
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N222_jpeg.rf.b801d6eff04a46cb68f424a7c350a466.xml,270,389,332,428
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N222_jpeg.rf.c3280aa426fd1da75cbddbf5becfbc0e.xml,240,364,293,387
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N223_jpeg.rf.ae25402986fe381aea49bef4f809c861.xml,70,622,115,285
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N223_jpeg.rf.cee51a9ce0baec5b2979f115df424f26.xml,67,621,120,329
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N223_jpeg.rf.e2363ee8c6a0593727e3bd2bf520b0d1.xml,58,617,94,258
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N224_jpeg.rf.05b37cf8f22c3d4152c26555f0d8fa1d.xml,206,366,452,515
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N224_jpeg.rf.0fbd99708f78ff74f3e55a0f89db000a.xml,201,361,443,499
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N224_jpeg.rf.a8652a820a6e29660fc28156ba841eb7.xml,244,401,438,492
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N225_jpeg.rf.62025ebc4013a156f40e91748dfd99de.xml,187,294,402,459
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N225_jpeg.rf.84adfc2fa0b0cc5cdfba5abd83a52fd2.xml,155,264,397,452
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N225_jpeg.rf.f5df946ed333633b7d0caffa95c11efc.xml,236,343,402,459
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N226_jpeg.rf.899c256c5ba617abdc6252f8208c2fff.xml,205,468,396,501
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N226_jpeg.rf.c625bdfe8369448ed4fc0379bc0ff34f.xml,129,395,389,483
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N226_jpeg.rf.d22ddd5ad8925c9de0710828c9c6d51f.xml,139,404,335,435
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N227_jpeg.rf.112c9a53a390cde85b9a03dffa33c6bd.xml,408,491,311,389
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N227_jpeg.rf.e1c1d57390c86f40b7d3fe7f67808472.xml,404,487,325,401
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N227_jpeg.rf.f484f6ce35e29517e94f248d703fcc09.xml,364,450,370,438
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N229_jpeg.rf.39a854884f6df6a0482cca130f4fd2c2.xml,183,515,179,393
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N229_jpeg.rf.39cdea5c363f283e12d2574032e10402.xml,181,513,255,424
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N229_jpeg.rf.739a6f5592d87698b51bbeee654b856d.xml,193,526,243,419
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N22_jpeg.rf.27872dc6668b386546aa8ad6e7af2b98.xml,125,250,533,588
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N22_jpeg.rf.466aa254faf4782626c9e79ba78aa0d6.xml,174,297,531,585
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N22_jpeg.rf.cc11fd39923b7ead6a9b93e25bfb60d8.xml,132,256,496,557
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N230_jpeg.rf.0ec67b234a1e7066df36ec6f9793bea6.xml,278,478,368,448
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N230_jpeg.rf.5f11f0422899bc4e85f53132eb968857.xml,269,467,404,468
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N230_jpeg.rf.ac85040f64bd3f98654c26d8113bd643.xml,283,483,406,470
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N231_jpeg.rf.0ba5bc11c035ef839a88a5f0c7781dc3.xml,509,603,378,427
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N231_jpeg.rf.2e040f42ac581fbe35477a95bbd46faf.xml,486,578,415,468
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N231_jpeg.rf.6aeac6dae2f5e02504f934de1d88c529.xml,470,560,396,445
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N232_jpeg.rf.61baa45f74b3cdb838e8abf7b6f8b120.xml,230,366,312,371
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N232_jpeg.rf.cb1a9286fbd21e9b5c08cc3df2ef5a69.xml,234,370,269,321
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N232_jpeg.rf.d1f1c75315e5914590d8ce882a4b58d4.xml,254,387,278,327
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N233_jpeg.rf.023b3e36ff38f01ed7aecfb291343a50.xml,201,454,82,206
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N233_jpeg.rf.9111866ba464fa649f10d05a130e5c65.xml,201,454,71,180
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N233_jpeg.rf.9e2fc30d14ca8a92a2d9567ac7e67b3f.xml,186,441,38,162
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N234_jpeg.rf.1c0f6ac96184fa93d0e11922f1203dcc.xml,414,553,357,417
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N234_jpeg.rf.2a0d1f8cbff307e93e8aa93882298693.xml,369,503,334,400
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N234_jpeg.rf.7dbb4cc289d46927d89109361c3e2d6e.xml,416,556,346,409
D:/Madani/Semester_8/TA2023/Dataset/Dataset_V5\N235_jpeg.rf.2d57234022c77ab09aaeacf8b07c8383.xml,17,553,139,445
